,state,date,max_temp,humidity,cloudiness,wind_speed,description,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,sum_passengers,city_rank,qol_index,purchase_power,safety,healh_care,cost_of_living,prop_to_income_ratio,traffic_comm_time,pollution,climate,city,latitude,longitude,high_q
202,CA,2023-03-02 01:27:53,46.85,96,99,10.47,   Government Expenditures ,2779588.0,2790242.0,2817304.0,2802484.0,3017853.0,3222411.0,3331340.0,3248535.0,3367605.0,3654322.0,31.95M,8.0,174.3,114.2,59.6,69.0,82.8,8.4,35.5,40.0,97.1,Arvin,35.2091,-118.8284,1
208,CA,2023-03-02 01:24:19,54.0,42,20,17.27,   Government Expenditures ,2779588.0,2790242.0,2817304.0,2802484.0,3017853.0,3222411.0,3331340.0,3248535.0,3367605.0,3654322.0,31.95M,8.0,174.3,114.2,59.6,69.0,82.8,8.4,35.5,40.0,97.1,Santa Ana,33.7456,-117.8678,1
214,MI,2023-03-02 01:27:54,44.96,80,75,6.91,   Government Expenditures ,371843.0,391653.0,409973.0,426661.0,441875.0,458791.0,472418.0,485988.0,508609.0,535181.0,0.72M,60.0,135.4,115.5,26.1,62.4,72.3,1.4,44.6,59.8,66.0,Oakland,42.6667,-83.3999,0
215,SC,2023-03-02 01:25:35,71.89,86,0,6.91,   Government Expenditures ,200816.0,225343.0,255535.0,294578.0,317126.0,324548.0,329170.0,340535.0,356591.0,384201.0,1.49M,,,,,,,,,,,Aiken,33.5835,-81.5998,0
216,PA,2023-03-02 01:27:54,52.54,80,0,0.0,   Government Expenditures ,483052.0,517052.0,527817.0,540568.0,591507.0,646113.0,711072.0,707676.0,738929.0,794561.0,2.70M,25.0,171.1,122.3,62.2,74.1,75.7,5.2,38.1,46.3,72.1,Lewistown,40.5992,-77.5714,0
218,OR,2023-03-02 01:27:54,34.9,57,0,9.22,   Government Expenditures ,286360.0,314568.0,341102.0,373430.0,397852.0,419070.0,432574.0,440083.0,447040.0,475288.0,1.65M,12.0,173.8,111.0,44.5,72.6,82.9,5.0,33.5,32.6,89.6,Altamont,42.2068,-121.7372,0
219,VA,2023-03-02 01:23:47,54.01,72,0,0.0,   Government Expenditures ,517779.0,572806.0,599554.0,630938.0,609792.0,562193.0,514384.0,480580.0,503852.0,540056.0,10.89M,,,,,,,,,,,Harrisonburg,38.4496,-78.8689,0
220,AR,2023-03-02 01:27:55,64.22,93,100,5.75,   Government Expenditures ,145929.0,156430.0,161631.0,167361.0,171633.0,173445.0,177039.0,170515.0,173614.0,190570.0,0.00M,,,,,,,,,,,Jonesboro,35.8423,-90.7043,0
221,WI,2023-03-02 01:27:17,35.69,92,100,9.22,   Government Expenditures ,292367.0,303838.0,313292.0,319112.0,308493.0,282018.0,251343.0,241818.0,256523.0,275591.0,0.00M,26.0,170.8,93.0,65.4,75.4,71.7,8.1,28.9,25.1,51.6,Appleton,44.2619,-88.4154,0
223,FL,2023-03-02 01:27:42,73.9,71,0,6.91,   Government Expenditures ,1233208.0,1333858.0,1394757.0,1465188.0,1530785.0,1583621.0,1623368.0,1647033.0,1738239.0,1888853.0,79.62M,1.0,175.4,126.2,48.9,63.5,71.7,4.5,36.6,36.1,87.2,Gainesville,29.6516,-82.3248,1
227,LA,2023-03-02 01:27:43,77.07,88,0,12.66,   Government Expenditures ,334126.0,360800.0,378724.0,392924.0,389059.0,387345.0,391650.0,413147.0,436562.0,469219.0,1.56M,,,,,,,,,,,New Iberia,30.0035,-91.8187,0
228,MS,2023-03-02 01:28:58,69.91,88,100,9.22,   Government Expenditures ,161720.0,176969.0,179349.0,184860.0,184154.0,178866.0,179630.0,165845.0,173008.0,185792.0,0.01M,,,,,,,,,,,Clarksdale,34.2001,-90.5709,0
229,WA,2023-03-02 01:28:12,38.34,43,100,3.4,   Government Expenditures ,503989.0,533433.0,548284.0,567321.0,601385.0,640027.0,672300.0,676406.0,704264.0,778744.0,2.72M,18.0,172.6,118.1,46.9,71.8,94.0,5.8,42.7,31.3,91.7,Washington,47.5001,-120.5015,0
231,NJ,2023-03-02 01:28:59,46.85,79,100,4.61,   Government Expenditures ,341025.0,338796.0,343080.0,332242.0,334605.0,337079.0,338062.0,345313.0,363664.0,392735.0,8.82M,,,,,,,,,,,Vineland,39.4862,-75.0257,0
232,TX,2023-03-02 01:28:59,76.33,74,75,0.0,   Government Expenditures ,887864.0,935149.0,983421.0,1031987.0,1091291.0,1146120.0,1185978.0,1221296.0,1282540.0,1355443.0,4.35M,2.0,175.3,134.1,48.6,66.2,76.7,2.5,35.6,42.6,81.9,Copperas Cove,31.1241,-97.9031,1
236,AZ,2023-03-02 01:28:59,29.12,94,100,0.0,   Government Expenditures ,386583.0,426882.0,445864.0,475043.0,493474.0,516519.0,542143.0,541020.0,554363.0,592774.0,1.04M,14.0,173.1,118.4,47.7,59.4,72.5,5.8,29.1,27.8,72.7,Flagstaff,35.1981,-111.6513,0
238,OK,2023-03-02 01:29:00,58.14,50,0,3.44,   Government Expenditures ,178213.0,192331.0,202505.0,210521.0,210547.0,210224.0,212924.0,218647.0,229235.0,246084.0,0.00M,5.0,174.8,95.6,49.3,69.6,72.4,3.7,27.5,25.7,77.6,Chickasha,35.0526,-97.9364,1
239,MT,2023-03-02 01:26:53,31.28,75,100,5.01,   Government Expenditures ,97938.0,105451.0,108145.0,107903.0,106456.0,103700.0,106132.0,96243.0,95295.0,105947.0,0.01M,,,,,,,,,,,Billings,45.7833,-108.5007,0
240,CA,2023-03-02 01:28:26,50.09,93,39,9.24,   Government Expenditures ,2779588.0,2790242.0,2817304.0,2802484.0,3017853.0,3222411.0,3331340.0,3248535.0,3367605.0,3654322.0,31.95M,8.0,174.3,114.2,59.6,69.0,82.8,8.4,35.5,40.0,97.1,Madera,37.1666,-119.8343,1
246,AK,2023-03-02 01:26:17,35.6,97,100,27.63,   Government Expenditures ,76803.0,84429.0,90094.0,97989.0,108667.0,114427.0,122910.0,119480.0,124424.0,139082.0,0.25M,38.0,167.3,112.1,38.1,61.2,85.8,2.5,26.8,15.7,41.6,Juneau,58.3019,-134.4197,0
247,CO,2023-03-02 01:26:42,32.23,85,100,3.44,   Government Expenditures ,568335.0,586706.0,607709.0,617820.0,685891.0,789345.0,887881.0,926516.0,953823.0,1034161.0,1.50M,37.0,167.3,130.7,54.7,69.7,80.8,3.8,36.0,43.6,56.3,Loveland,40.3978,-105.075,0
248,TX,2023-03-02 01:26:59,86.11,15,0,9.22,   Government Expenditures ,887864.0,935149.0,983421.0,1031987.0,1091291.0,1146120.0,1185978.0,1221296.0,1282540.0,1355443.0,4.35M,2.0,175.3,134.1,48.6,66.2,76.7,2.5,35.6,42.6,81.9,Del Rio,29.3627,-100.8968,1
252,IL,2023-03-02 01:26:08,58.82,66,0,10.36,   Government Expenditures ,1000244.0,964093.0,970276.0,927302.0,1021759.0,1167155.0,1236652.0,1239230.0,1212387.0,1265774.0,2.34M,53.0,150.8,126.9,34.0,64.8,80.4,3.4,41.6,49.0,66.1,Godfrey,38.9556,-90.1868,0
253,CA,2023-03-02 01:26:15,53.01,57,0,19.57,   Government Expenditures ,2779588.0,2790242.0,2817304.0,2802484.0,3017853.0,3222411.0,3331340.0,3248535.0,3367605.0,3654322.0,31.95M,8.0,174.3,114.2,59.6,69.0,82.8,8.4,35.5,40.0,97.1,Carlsbad,33.1581,-117.3506,1
259,NY,2023-03-02 01:29:04,35.64,83,93,3.0,   Government Expenditures ,1078264.0,1164061.0,1222449.0,1301691.0,1346456.0,1382020.0,1421997.0,1434541.0,1491359.0,1535625.0,84.43M,17.0,172.8,105.0,53.1,73.0,78.0,6.4,25.4,30.2,66.4,Utica,43.1009,-75.2327,0
261,TN,2023-03-02 01:29:05,71.98,82,98,4.88,   Government Expenditures ,352536.0,376715.0,383697.0,394475.0,408948.0,421314.0,437671.0,417623.0,436064.0,469304.0,0.54M,33.0,169.1,109.5,53.6,64.9,79.7,3.9,39.0,35.7,83.0,Soddy-Daisy,35.2359,-85.1908,0
262,FL,2023-03-02 01:29:05,73.29,81,0,5.75,   Government Expenditures ,1233208.0,1333858.0,1394757.0,1465188.0,1530785.0,1583621.0,1623368.0,1647033.0,1738239.0,1888853.0,79.62M,1.0,175.4,126.2,48.9,63.5,71.7,4.5,36.6,36.1,87.2,Citrus Park,28.0784,-82.5698,1
266,OH,2023-03-02 01:26:30,51.67,86,0,5.99,   Government Expenditures ,518354.0,540419.0,561612.0,583584.0,619216.0,656250.0,677150.0,693134.0,727165.0,775456.0,0.63M,10.0,174.0,119.9,52.0,68.4,72.1,7.1,30.4,32.3,71.3,Painesville,41.7245,-81.2457,1
268,TX,2023-03-02 01:27:04,80.11,40,100,14.97,   Government Expenditures ,887864.0,935149.0,983421.0,1031987.0,1091291.0,1146120.0,1185978.0,1221296.0,1282540.0,1355443.0,4.35M,2.0,175.3,134.1,48.6,66.2,76.7,2.5,35.6,42.6,81.9,Rio Grande City,26.3798,-98.8203,1
272,MA,2023-03-02 01:26:10,38.41,80,100,6.91,   Government Expenditures ,268421.0,290578.0,294791.0,310258.0,321513.0,328040.0,334465.0,318123.0,327764.0,348418.0,45.33M,36.0,168.2,108.5,60.7,74.5,84.5,7.8,45.0,30.8,71.7,Haverhill,42.7762,-71.0773,0
273,SC,2023-03-02 01:29:08,72.09,92,0,8.05,   Government Expenditures ,200816.0,225343.0,255535.0,294578.0,317126.0,324548.0,329170.0,340535.0,356591.0,384201.0,1.49M,,,,,,,,,,,Mount Pleasant,32.7941,-79.8626,0
274,ND,2023-03-02 01:25:44,4.93,72,0,12.66,   Government Expenditures ,84182.0,96608.0,104104.0,114135.0,123153.0,130834.0,135114.0,135881.0,143473.0,153745.0,0.00M,,,,,,,,,,,Grand Forks,47.9417,-97.4337,0
275,AZ,2023-03-02 01:29:10,42.98,56,100,18.41,   Government Expenditures ,386583.0,426882.0,445864.0,475043.0,493474.0,516519.0,542143.0,541020.0,554363.0,592774.0,1.04M,14.0,173.1,118.4,47.7,59.4,72.5,5.8,29.1,27.8,72.7,Winslow,35.0242,-110.6974,0
277,MT,2023-03-02 01:28:54,33.67,45,0,13.8,   Government Expenditures ,97938.0,105451.0,108145.0,107903.0,106456.0,103700.0,106132.0,96243.0,95295.0,105947.0,0.01M,,,,,,,,,,,Great Falls,47.5002,-111.3008,0
278,NM,2023-03-02 01:29:11,41.61,33,0,13.8,   Government Expenditures ,169136.0,182143.0,193085.0,202443.0,201687.0,196499.0,195241.0,196954.0,205522.0,216422.0,0.28M,19.0,172.6,149.2,28.1,62.8,69.1,3.8,29.2,34.8,67.1,Raton,36.9034,-104.4391,0
279,MA,2023-03-02 01:26:07,38.05,74,100,12.66,   Government Expenditures ,268421.0,290578.0,294791.0,310258.0,321513.0,328040.0,334465.0,318123.0,327764.0,348418.0,45.33M,36.0,168.2,108.5,60.7,74.5,84.5,7.8,45.0,30.8,71.7,Newton,42.337,-71.2092,0
280,VA,2023-03-02 01:29:12,55.02,100,40,0.0,   Government Expenditures ,517779.0,572806.0,599554.0,630938.0,609792.0,562193.0,514384.0,480580.0,503852.0,540056.0,10.89M,,,,,,,,,,,Poquoson,37.1224,-76.3458,0
281,NC,2023-03-02 01:29:12,71.6,56,0,4.61,   Government Expenditures ,566529.0,616016.0,621819.0,633533.0,633430.0,614989.0,591243.0,517182.0,518677.0,542180.0,3.74M,9.0,174.1,105.4,61.2,67.7,80.0,6.4,36.3,31.6,83.9,Lumberton,34.6182,-79.0086,1
283,NJ,2023-03-02 01:29:13,42.69,85,100,5.75,   Government Expenditures ,341025.0,338796.0,343080.0,332242.0,334605.0,337079.0,338062.0,345313.0,363664.0,392735.0,8.82M,,,,,,,,,,,Clifton,40.8584,-74.1638,0
284,MA,2023-03-02 01:25:45,38.34,74,100,12.66,   Government Expenditures ,268421.0,290578.0,294791.0,310258.0,321513.0,328040.0,334465.0,318123.0,327764.0,348418.0,45.33M,36.0,168.2,108.5,60.7,74.5,84.5,7.8,45.0,30.8,71.7,Watertown,42.3709,-71.1828,0
285,AR,2023-03-02 01:29:14,63.01,97,100,6.91,   Government Expenditures ,145929.0,156430.0,161631.0,167361.0,171633.0,173445.0,177039.0,170515.0,173614.0,190570.0,0.00M,,,,,,,,,,,Batesville,35.7698,-91.641,0
286,TX,2023-03-02 01:29:14,70.86,21,100,4.61,   Government Expenditures ,887864.0,935149.0,983421.0,1031987.0,1091291.0,1146120.0,1185978.0,1221296.0,1282540.0,1355443.0,4.35M,2.0,175.3,134.1,48.6,66.2,76.7,2.5,35.6,42.6,81.9,Pecos,31.4229,-103.4932,1
290,PA,2023-03-02 01:29:15,41.65,82,100,6.82,   Government Expenditures ,483052.0,517052.0,527817.0,540568.0,591507.0,646113.0,711072.0,707676.0,738929.0,794561.0,2.70M,25.0,171.1,122.3,62.2,74.1,75.7,5.2,38.1,46.3,72.1,Back Mountain,41.3359,-75.9963,0
292,FL,2023-03-02 01:30:16,73.63,78,0,1.01,   Government Expenditures ,1233208.0,1333858.0,1394757.0,1465188.0,1530785.0,1583621.0,1623368.0,1647033.0,1738239.0,1888853.0,79.62M,1.0,175.4,126.2,48.9,63.5,71.7,4.5,36.6,36.1,87.2,Brandon,27.9378,-82.2859,1
296,KS,2023-03-02 01:27:34,50.04,34,0,8.05,   Government Expenditures ,149430.0,160522.0,169709.0,179578.0,183431.0,187393.0,190970.0,201262.0,212468.0,230553.0,0.00M,,,,,,,,,,,Great Bend,38.3645,-98.7648,0
297,UT,2023-03-02 01:30:17,29.46,86,100,0.0,   Government Expenditures ,355630.0,361978.0,365057.0,360619.0,371582.0,385031.0,409420.0,385123.0,391589.0,418705.0,2.31M,43.0,164.7,127.7,66.5,70.4,65.4,3.6,35.1,63.5,66.5,Price,39.5994,-110.8107,0
298,KY,2023-03-02 01:26:23,73.98,40,75,16.11,   Government Expenditures ,162620.0,181791.0,195102.0,212780.0,220142.0,226164.0,234211.0,244970.0,257747.0,282749.0,0.00M,,,,,,,,,,,Lawrenceburg,38.0373,-84.8966,0
299,NV,2023-03-02 01:28:52,32.05,51,0,19.57,   Government Expenditures ,316335.0,340096.0,353422.0,375916.0,408103.0,435776.0,457224.0,448123.0,466004.0,497532.0,5.86M,54.0,147.9,110.5,44.3,55.0,73.3,3.7,27.1,52.5,57.4,Winnemucca,40.973,-117.7357,0
300,FL,2023-03-02 01:30:18,73.35,80,0,1.99,   Government Expenditures ,1233208.0,1333858.0,1394757.0,1465188.0,1530785.0,1583621.0,1623368.0,1647033.0,1738239.0,1888853.0,79.62M,1.0,175.4,126.2,48.9,63.5,71.7,4.5,36.6,36.1,87.2,Tarpon Springs,28.1461,-82.7568,1
304,CA,2023-03-02 01:30:19,47.17,13,42,14.23,   Government Expenditures ,2779588.0,2790242.0,2817304.0,2802484.0,3017853.0,3222411.0,3331340.0,3248535.0,3367605.0,3654322.0,31.95M,8.0,174.3,114.2,59.6,69.0,82.8,8.4,35.5,40.0,97.1,Monterey,36.2505,-121.2516,1
310,NJ,2023-03-02 01:30:19,42.21,86,100,10.0,   Government Expenditures ,341025.0,338796.0,343080.0,332242.0,334605.0,337079.0,338062.0,345313.0,363664.0,392735.0,8.82M,,,,,,,,,,,Fairview,40.8126,-73.999,0
311,FL,2023-03-02 01:30:19,77.02,69,0,5.75,   Government Expenditures ,1233208.0,1333858.0,1394757.0,1465188.0,1530785.0,1583621.0,1623368.0,1647033.0,1738239.0,1888853.0,79.62M,1.0,175.4,126.2,48.9,63.5,71.7,4.5,36.6,36.1,87.2,Miramar,25.9873,-80.2323,1
315,TX,2023-03-02 01:29:32,56.41,59,0,8.05,   Government Expenditures ,887864.0,935149.0,983421.0,1031987.0,1091291.0,1146120.0,1185978.0,1221296.0,1282540.0,1355443.0,4.35M,2.0,175.3,134.1,48.6,66.2,76.7,2.5,35.6,42.6,81.9,Wichita Falls,33.9137,-98.4934,1
319,TX,2023-03-02 01:30:21,73.62,82,100,3.44,   Government Expenditures ,887864.0,935149.0,983421.0,1031987.0,1091291.0,1146120.0,1185978.0,1221296.0,1282540.0,1355443.0,4.35M,2.0,175.3,134.1,48.6,66.2,76.7,2.5,35.6,42.6,81.9,Texarkana,33.4251,-94.0477,1
323,SD,2023-03-02 01:30:21,18.52,78,100,10.36,   Government Expenditures ,107009.0,115536.0,116713.0,120359.0,122097.0,123123.0,126827.0,118769.0,121907.0,130542.0,,,,,,,,,,,,Pierre,44.3683,-100.351,0
324,VA,2023-03-02 01:30:20,55.35,84,0,0.0,   Government Expenditures ,517779.0,572806.0,599554.0,630938.0,609792.0,562193.0,514384.0,480580.0,503852.0,540056.0,10.89M,,,,,,,,,,,Martinsville,36.6915,-79.8725,0
325,LA,2023-03-02 01:30:23,77.0,91,8,11.48,   Government Expenditures ,334126.0,360800.0,378724.0,392924.0,389059.0,387345.0,391650.0,413147.0,436562.0,469219.0,1.56M,,,,,,,,,,,Morgan City,29.6994,-91.2068,0
326,AZ,2023-03-02 01:30:24,36.09,81,100,18.41,   Government Expenditures ,386583.0,426882.0,445864.0,475043.0,493474.0,516519.0,542143.0,541020.0,554363.0,592774.0,1.04M,14.0,173.1,118.4,47.7,59.4,72.5,5.8,29.1,27.8,72.7,Show Low,34.2542,-110.0298,0
328,CA,2023-03-02 01:30:25,53.62,28,0,5.75,   Government Expenditures ,2779588.0,2790242.0,2817304.0,2802484.0,3017853.0,3222411.0,3331340.0,3248535.0,3367605.0,3654322.0,31.95M,8.0,174.3,114.2,59.6,69.0,82.8,8.4,35.5,40.0,97.1,Butte,39.6499,-121.5677,1
334,OK,2023-03-02 01:30:25,55.56,38,0,6.91,   Government Expenditures ,178213.0,192331.0,202505.0,210521.0,210547.0,210224.0,212924.0,218647.0,229235.0,246084.0,0.00M,5.0,174.8,95.6,49.3,69.6,72.4,3.7,27.5,25.7,77.6,Stillwater,36.1156,-97.0584,1
335,LA,2023-03-02 01:28:22,76.98,86,11,7.0,   Government Expenditures ,334126.0,360800.0,378724.0,392924.0,389059.0,387345.0,391650.0,413147.0,436562.0,469219.0,1.56M,,,,,,,,,,,Thibodaux,29.7958,-90.8229,0
336,FL,2023-03-02 01:30:26,75.99,72,0,6.91,   Government Expenditures ,1233208.0,1333858.0,1394757.0,1465188.0,1530785.0,1583621.0,1623368.0,1647033.0,1738239.0,1888853.0,79.62M,1.0,175.4,126.2,48.9,63.5,71.7,4.5,36.6,36.1,87.2,Cutler,25.6151,-80.3106,1
340,NE,2023-03-02 01:30:26,34.92,62,100,9.22,   Government Expenditures ,86848.0,96517.0,102252.0,108983.0,110372.0,109591.0,109303.0,111896.0,118643.0,131338.0,0.00M,,,,,,,,,,,Scottsbluff,41.8666,-103.6672,0
341,KS,2023-03-02 01:25:37,49.03,40,0,4.61,   Government Expenditures ,149430.0,160522.0,169709.0,179578.0,183431.0,187393.0,190970.0,201262.0,212468.0,230553.0,0.00M,,,,,,,,,,,Hutchinson,38.0608,-97.9298,0
342,ID,2023-03-02 01:30:27,28.92,69,100,12.66,   Government Expenditures ,97673.0,103504.0,108816.0,112120.0,116308.0,120054.0,123867.0,124246.0,126093.0,136371.0,0.00M,,,,,,,,,,,Twin Falls,42.3505,-114.6445,0
343,AL,2023-03-02 01:30:27,74.25,100,88,3.0,,,,,,,,,,,,0.00M,,,,,,,,,,,Tuskegee,32.424,-85.6916,0
344,TX,2023-03-02 01:25:51,62.82,42,0,5.75,   Government Expenditures ,887864.0,935149.0,983421.0,1031987.0,1091291.0,1146120.0,1185978.0,1221296.0,1282540.0,1355443.0,4.35M,2.0,175.3,134.1,48.6,66.2,76.7,2.5,35.6,42.6,81.9,San Angelo,31.4638,-100.437,1
348,WI,2023-03-02 01:30:28,37.96,80,75,23.02,   Government Expenditures ,292367.0,303838.0,313292.0,319112.0,308493.0,282018.0,251343.0,241818.0,256523.0,275591.0,0.00M,26.0,170.8,93.0,65.4,75.4,71.7,8.1,28.9,25.1,51.6,Platteville,42.7342,-90.4785,0
350,OK,2023-03-02 01:30:28,57.65,40,0,8.05,   Government Expenditures ,178213.0,192331.0,202505.0,210521.0,210547.0,210224.0,212924.0,218647.0,229235.0,246084.0,0.00M,5.0,174.8,95.6,49.3,69.6,72.4,3.7,27.5,25.7,77.6,Broken Arrow,36.0526,-95.7908,1
351,CO,2023-03-02 01:30:29,33.03,80,100,8.05,   Government Expenditures ,568335.0,586706.0,607709.0,617820.0,685891.0,789345.0,887881.0,926516.0,953823.0,1034161.0,1.50M,37.0,167.3,130.7,54.7,69.7,80.8,3.8,36.0,43.6,56.3,Glenwood Springs,39.5505,-107.3248,0
352,CA,2023-03-02 01:30:29,55.08,65,40,20.71,   Government Expenditures ,2779588.0,2790242.0,2817304.0,2802484.0,3017853.0,3222411.0,3331340.0,3248535.0,3367605.0,3654322.0,31.95M,8.0,174.3,114.2,59.6,69.0,82.8,8.4,35.5,40.0,97.1,Pacifica,37.6138,-122.4869,1
358,WI,2023-03-02 01:31:30,41.14,75,100,11.5,   Government Expenditures ,292367.0,303838.0,313292.0,319112.0,308493.0,282018.0,251343.0,241818.0,256523.0,275591.0,0.00M,26.0,170.8,93.0,65.4,75.4,71.7,8.1,28.9,25.1,51.6,Baraboo,43.4711,-89.7443,0
360,LA,2023-03-02 01:28:05,78.73,76,100,12.66,   Government Expenditures ,334126.0,360800.0,378724.0,392924.0,389059.0,387345.0,391650.0,413147.0,436562.0,469219.0,1.56M,,,,,,,,,,,Pineville,31.3224,-92.4343,0
361,LA,2023-03-02 01:31:32,78.01,81,75,12.66,   Government Expenditures ,334126.0,360800.0,378724.0,392924.0,389059.0,387345.0,391650.0,413147.0,436562.0,469219.0,1.56M,,,,,,,,,,,Estelle,29.8458,-90.1067,0
362,TN,2023-03-02 01:31:33,70.45,93,100,8.05,   Government Expenditures ,352536.0,376715.0,383697.0,394475.0,408948.0,421314.0,437671.0,417623.0,436064.0,469304.0,0.54M,33.0,169.1,109.5,53.6,64.9,79.7,3.9,39.0,35.7,83.0,Dickson,36.077,-87.3878,0
363,NY,2023-03-02 01:31:34,41.2,93,100,8.01,   Government Expenditures ,1078264.0,1164061.0,1222449.0,1301691.0,1346456.0,1382020.0,1421997.0,1434541.0,1491359.0,1535625.0,84.43M,17.0,172.8,105.0,53.1,73.0,78.0,6.4,25.4,30.2,66.4,Mastic Beach,40.7668,-72.8521,0
365,CO,2023-03-02 01:31:34,31.64,73,100,7.0,   Government Expenditures ,568335.0,586706.0,607709.0,617820.0,685891.0,789345.0,887881.0,926516.0,953823.0,1034161.0,1.50M,37.0,167.3,130.7,54.7,69.7,80.8,3.8,36.0,43.6,56.3,Ken Caryl,39.5773,-105.1169,0
366,TX,2023-03-02 01:27:11,77.13,88,100,10.36,   Government Expenditures ,887864.0,935149.0,983421.0,1031987.0,1091291.0,1146120.0,1185978.0,1221296.0,1282540.0,1355443.0,4.35M,2.0,175.3,134.1,48.6,66.2,76.7,2.5,35.6,42.6,81.9,Dickinson,29.4608,-95.0513,1
370,ID,2023-03-02 01:28:31,28.35,86,100,6.91,   Government Expenditures ,97673.0,103504.0,108816.0,112120.0,116308.0,120054.0,123867.0,124246.0,126093.0,136371.0,0.00M,,,,,,,,,,,Rupert,42.6191,-113.6772,0
371,FL,2023-03-02 01:31:36,76.17,88,20,9.22,   Government Expenditures ,1233208.0,1333858.0,1394757.0,1465188.0,1530785.0,1583621.0,1623368.0,1647033.0,1738239.0,1888853.0,79.62M,1.0,175.4,126.2,48.9,63.5,71.7,4.5,36.6,36.1,87.2,Edgewater,28.9889,-80.9023,1
375,FL,2023-03-02 01:31:36,76.98,77,20,8.05,   Government Expenditures ,1233208.0,1333858.0,1394757.0,1465188.0,1530785.0,1583621.0,1623368.0,1647033.0,1738239.0,1888853.0,79.62M,1.0,175.4,126.2,48.9,63.5,71.7,4.5,36.6,36.1,87.2,Palm Beach Gardens,26.8234,-80.1386,1
379,MN,2023-03-02 01:31:37,24.82,74,100,11.5,   Government Expenditures ,481416.0,519959.0,555911.0,592604.0,633074.0,686979.0,748308.0,805894.0,857403.0,920680.0,0.21M,31.0,169.5,122.8,44.7,77.2,75.3,5.6,35.9,27.5,49.5,Willmar,45.1219,-95.0433,0
380,IL,2023-03-02 01:31:37,51.6,65,75,10.36,   Government Expenditures ,1000244.0,964093.0,970276.0,927302.0,1021759.0,1167155.0,1236652.0,1239230.0,1212387.0,1265774.0,2.34M,53.0,150.8,126.9,34.0,64.8,80.4,3.4,41.6,49.0,66.1,Darien,41.752,-87.974,0
381,VT,2023-03-02 01:31:38,35.58,84,100,12.66,   Government Expenditures ,29234.0,32217.0,34751.0,37277.0,37767.0,37345.0,37750.0,39695.0,42334.0,46765.0,1.14M,,,,,,,,,,,Rutland,43.6167,-73.0162,0
382,NY,2023-03-02 01:31:39,41.32,92,100,9.22,   Government Expenditures ,1078264.0,1164061.0,1222449.0,1301691.0,1346456.0,1382020.0,1421997.0,1434541.0,1491359.0,1535625.0,84.43M,17.0,172.8,105.0,53.1,73.0,78.0,6.4,25.4,30.2,66.4,Babylon,40.6957,-73.3257,0
384,CA,2023-03-02 01:29:28,52.03,55,32,20.49,   Government Expenditures ,2779588.0,2790242.0,2817304.0,2802484.0,3017853.0,3222411.0,3331340.0,3248535.0,3367605.0,3654322.0,31.95M,8.0,174.3,114.2,59.6,69.0,82.8,8.4,35.5,40.0,97.1,Merced,37.1666,-120.7516,1
390,CA,2023-03-02 01:30:30,53.82,42,71,18.3,   Government Expenditures ,2779588.0,2790242.0,2817304.0,2802484.0,3017853.0,3222411.0,3331340.0,3248535.0,3367605.0,3654322.0,31.95M,8.0,174.3,114.2,59.6,69.0,82.8,8.4,35.5,40.0,97.1,Imperial,33.0334,-115.4175,1
396,NV,2023-03-02 01:31:39,24.82,79,25,4.83,   Government Expenditures ,316335.0,340096.0,353422.0,375916.0,408103.0,435776.0,457224.0,448123.0,466004.0,497532.0,5.86M,54.0,147.9,110.5,44.3,55.0,73.3,3.7,27.1,52.5,57.4,Elko,41.0002,-115.5012,0
397,IL,2023-03-02 01:29:45,51.78,65,0,9.22,   Government Expenditures ,1000244.0,964093.0,970276.0,927302.0,1021759.0,1167155.0,1236652.0,1239230.0,1212387.0,1265774.0,2.34M,53.0,150.8,126.9,34.0,64.8,80.4,3.4,41.6,49.0,66.1,Batavia,41.85,-88.3126,0
398,NM,2023-03-02 01:31:40,32.23,93,100,6.91,   Government Expenditures ,169136.0,182143.0,193085.0,202443.0,201687.0,196499.0,195241.0,196954.0,205522.0,216422.0,0.28M,19.0,172.6,149.2,28.1,62.8,69.1,3.8,29.2,34.8,67.1,Grants,35.1473,-107.8514,0
399,HI,2023-03-02 01:31:41,78.51,75,100,21.85,   Government Expenditures ,143873.0,161946.0,169065.0,180610.0,184220.0,186628.0,191721.0,184088.0,188410.0,204287.0,,52.0,152.2,75.4,52.4,72.5,103.0,9.2,41.3,37.3,95.3,Ahuimanu,21.4447,-157.8378,0
400,KY,2023-03-02 01:28:36,73.4,46,75,16.11,   Government Expenditures ,162620.0,181791.0,195102.0,212780.0,220142.0,226164.0,234211.0,244970.0,257747.0,282749.0,0.00M,,,,,,,,,,,Lexington,37.9887,-84.4777,0
401,WY,2023-03-02 01:31:42,19.35,79,100,2.06,   Government Expenditures ,129588.0,141931.0,140612.0,144680.0,151027.0,154577.0,162018.0,137859.0,139545.0,150332.0,0.00M,,,,,,,,,,,Rawlins,41.7911,-107.2387,0
402,MN,2023-03-02 01:27:13,24.75,79,100,13.0,   Government Expenditures ,481416.0,519959.0,555911.0,592604.0,633074.0,686979.0,748308.0,805894.0,857403.0,920680.0,0.21M,31.0,169.5,122.8,44.7,77.2,75.3,5.6,35.9,27.5,49.5,Sartell,45.6216,-94.2069,0
